T,H,repeat,oracle,stage1,ours_em1,ours_em10,mdpmix_original_clust_th1e-05,mdpmix_original_em_th1e-05,mdpmix_original_clust_th1e-04,mdpmix_original_em_th1e-04,mdpmix_original_clust_th1e-03,mdpmix_original_em_th1e-03
100,10,15,0.28,0.49,0.48,0.48,0.35820895522388063,0.54,0.35820895522388063,0.54,0.34328358208955223,0.53
100,10,16,0.37,0.5900000000000001,0.5900000000000001,0.5900000000000001,0.4626865671641791,0.63,0.4626865671641791,0.63,0.4626865671641791,0.63
100,10,17,0.35,0.52,0.53,0.53,0.4925373134328358,0.61,0.4328358208955224,0.63,0.4925373134328358,0.62
100,10,18,0.26,0.61,0.61,0.62,0.5074626865671642,0.62,0.5074626865671642,0.62,0.5074626865671642,0.64
100,10,19,0.31999999999999995,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.4776119402985075,0.63,0.4776119402985075,0.63,0.4626865671641791,0.63
100,10,20,0.33999999999999997,0.61,0.62,0.62,0.5671641791044777,0.5900000000000001,0.5671641791044777,0.5900000000000001,0.5671641791044777,0.5900000000000001
100,10,21,0.4,0.6,0.6,0.6,0.4477611940298507,0.6,0.4477611940298507,0.6,0.4776119402985075,0.62
100,10,22,0.28,0.6,0.6,0.6,0.4477611940298507,0.6,0.4477611940298507,0.6,0.417910447761194,0.5800000000000001
100,10,23,0.35,0.53,0.53,0.53,0.4477611940298507,0.63,0.4477611940298507,0.63,0.4477611940298507,0.63
100,10,24,0.42000000000000004,0.63,0.63,0.63,0.4925373134328358,0.61,0.4925373134328358,0.61,0.4925373134328358,0.6
100,10,25,0.36,0.62,0.62,0.63,0.4776119402985075,0.64,0.4776119402985075,0.64,0.4776119402985075,0.64
100,10,26,0.21999999999999997,0.54,0.52,0.52,0.4776119402985075,0.6,0.4776119402985075,0.6,0.4776119402985075,0.6
100,10,27,0.31000000000000005,0.65,0.65,0.65,0.4925373134328358,0.64,0.4925373134328358,0.64,0.4925373134328358,0.64
100,10,28,0.27,0.51,0.51,0.51,0.3880597014925373,0.5700000000000001,0.3880597014925373,0.5700000000000001,0.3731343283582089,0.56
100,10,29,0.4,0.5700000000000001,0.5800000000000001,0.5800000000000001,0.5074626865671642,0.62,0.5074626865671642,0.62,0.5074626865671642,0.61
100,20,30,0.20999999999999996,0.5700000000000001,0.56,0.56,0.4029850746268657,0.55,0.3880597014925373,0.55,0.4776119402985075,0.62
100,20,31,0.17000000000000004,0.62,0.62,0.62,0.5522388059701493,0.56,0.5373134328358209,0.55,0.4925373134328358,0.53
100,20,32,0.15000000000000002,0.53,0.53,0.53,0.417910447761194,0.61,0.417910447761194,0.61,0.417910447761194,0.61
100,20,33,0.25,0.47,0.47,0.47,0.4925373134328358,0.62,0.4776119402985075,0.6,0.5074626865671642,0.62
100,20,34,0.15000000000000002,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.4626865671641791,0.5900000000000001,0.4925373134328358,0.62,0.4925373134328358,0.61
100,20,35,0.18999999999999995,0.48,0.48,0.45999999999999996,0.4925373134328358,0.62,0.5074626865671642,0.62,0.4925373134328358,0.6
100,20,36,0.16000000000000003,0.45999999999999996,0.44999999999999996,0.44999999999999996,0.4925373134328358,0.64,0.4925373134328358,0.65,0.4626865671641791,0.63
100,20,37,0.18999999999999995,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.5074626865671642,0.61,0.4925373134328358,0.62,0.4925373134328358,0.62
100,20,38,0.18999999999999995,0.5800000000000001,0.5900000000000001,0.5900000000000001,0.5074626865671642,0.5900000000000001,0.5074626865671642,0.5800000000000001,0.5074626865671642,0.5800000000000001
100,20,39,0.21999999999999997,0.53,0.52,0.5,0.35820895522388063,0.56,0.3731343283582089,0.5800000000000001,0.3880597014925373,0.5900000000000001
100,20,40,0.15000000000000002,0.55,0.54,0.54,0.5671641791044777,0.52,0.5522388059701493,0.53,0.5522388059701493,0.53
100,20,41,0.14,0.5800000000000001,0.5800000000000001,0.5800000000000001,0.5223880597014925,0.61,0.5223880597014925,0.62,0.5223880597014925,0.61
100,20,42,0.18999999999999995,0.55,0.53,0.53,0.5074626865671642,0.56,0.5074626865671642,0.6,0.4626865671641791,0.5700000000000001
100,20,43,0.15000000000000002,0.47,0.47,0.47,0.3880597014925373,0.5900000000000001,0.417910447761194,0.61,0.4328358208955224,0.61
100,20,44,0.17000000000000004,0.52,0.52,0.52,0.4477611940298507,0.54,0.4776119402985075,0.5900000000000001,0.5074626865671642,0.6
100,20,45,0.22999999999999998,0.45999999999999996,0.43999999999999995,0.43999999999999995,0.5373134328358209,0.5900000000000001,0.5522388059701493,0.55,0.5373134328358209,0.5800000000000001
100,20,46,0.19999999999999996,0.52,0.53,0.53,0.417910447761194,0.5800000000000001,0.417910447761194,0.5800000000000001,0.4626865671641791,0.62
100,20,47,0.20999999999999996,0.61,0.6,0.6,0.5223880597014925,0.56,0.5522388059701493,0.55,0.5671641791044777,0.51
100,20,48,0.25,0.5,0.49,0.49,0.5522388059701493,0.54,0.5522388059701493,0.54,0.5373134328358209,0.55
100,20,49,0.20999999999999996,0.5,0.49,0.49,0.4477611940298507,0.61,0.4328358208955224,0.5900000000000001,0.4626865671641791,0.61
100,20,50,0.14,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.4925373134328358,0.56,0.4925373134328358,0.56,0.4776119402985075,0.5700000000000001
100,20,51,0.19999999999999996,0.54,0.54,0.54,0.5074626865671642,0.61,0.5074626865671642,0.6,0.4925373134328358,0.62
100,20,52,0.20999999999999996,0.6,0.6,0.6,0.4776119402985075,0.6,0.4776119402985075,0.5800000000000001,0.4626865671641791,0.56
100,20,53,0.15000000000000002,0.45999999999999996,0.44999999999999996,0.44999999999999996,0.4776119402985075,0.63,0.4626865671641791,0.63,0.4626865671641791,0.6
100,20,54,0.17000000000000004,0.5,0.5,0.5,0.5373134328358209,0.5800000000000001,0.5074626865671642,0.5700000000000001,0.5373134328358209,0.61
100,20,55,0.14,0.5900000000000001,0.5800000000000001,0.5800000000000001,0.417910447761194,0.6,0.3880597014925373,0.5900000000000001,0.4925373134328358,0.5800000000000001
100,20,56,0.18999999999999995,0.47,0.44999999999999996,0.44999999999999996,0.4776119402985075,0.56,0.4477611940298507,0.54,0.5373134328358209,0.55
100,20,57,0.10999999999999999,0.5700000000000001,0.56,0.56,0.4776119402985075,0.65,0.4776119402985075,0.65,0.4776119402985075,0.65
100,20,58,0.18999999999999995,0.49,0.48,0.48,0.5522388059701493,0.5800000000000001,0.5522388059701493,0.5800000000000001,0.5223880597014925,0.62
100,20,59,0.16000000000000003,0.48,0.45999999999999996,0.45999999999999996,0.417910447761194,0.5900000000000001,0.4029850746268657,0.5900000000000001,0.417910447761194,0.6
100,30,60,0.10999999999999999,0.42000000000000004,0.41000000000000003,0.41000000000000003,0.4477611940298507,0.63,0.417910447761194,0.62,0.4925373134328358,0.55
100,30,61,0.07999999999999996,0.36,0.35,0.32999999999999996,0.5074626865671642,0.5900000000000001,0.5074626865671642,0.6,0.5074626865671642,0.6
100,30,62,0.06000000000000005,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.4925373134328358,0.5800000000000001,0.4925373134328358,0.64,0.6119402985074627,0.63
100,30,63,0.16000000000000003,0.35,0.33999999999999997,0.33999999999999997,0.4776119402985075,0.62,0.4776119402985075,0.62,0.5373134328358209,0.5900000000000001
100,30,64,0.14,0.48,0.48,0.48,0.4626865671641791,0.63,0.5074626865671642,0.63,0.4626865671641791,0.63
100,30,65,0.16000000000000003,0.53,0.53,0.53,0.5373134328358209,0.5800000000000001,0.5373134328358209,0.5800000000000001,0.582089552238806,0.62
100,30,66,0.10999999999999999,0.49,0.47,0.47,0.4328358208955224,0.5700000000000001,0.3880597014925373,0.5700000000000001,0.4925373134328358,0.48
100,30,67,0.13,0.47,0.44999999999999996,0.44999999999999996,0.4776119402985075,0.63,0.4776119402985075,0.63,0.4776119402985075,0.64
100,30,68,0.07999999999999996,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.4328358208955224,0.62,0.4029850746268657,0.6,0.4328358208955224,0.5700000000000001
100,30,69,0.12,0.47,0.45999999999999996,0.45999999999999996,0.5074626865671642,0.5900000000000001,0.5223880597014925,0.6,0.4925373134328358,0.54
100,30,70,0.12,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.4925373134328358,0.5700000000000001,0.4776119402985075,0.5800000000000001,0.4776119402985075,0.62
100,30,71,0.13,0.47,0.48,0.48,0.5373134328358209,0.5700000000000001,0.5074626865671642,0.5900000000000001,0.5522388059701493,0.5800000000000001
100,30,72,0.16000000000000003,0.45999999999999996,0.47,0.47,0.4626865671641791,0.5900000000000001,0.4626865671641791,0.5900000000000001,0.4328358208955224,0.6
100,30,73,0.09999999999999998,0.44999999999999996,0.43000000000000005,0.43000000000000005,0.4626865671641791,0.62,0.4626865671641791,0.64,0.4626865671641791,0.63
100,30,74,0.15000000000000002,0.56,0.56,0.56,0.5223880597014925,0.64,0.4925373134328358,0.61,0.4328358208955224,0.61
100,30,75,0.18999999999999995,0.49,0.49,0.49,0.3880597014925373,0.5900000000000001,0.3731343283582089,0.52,0.4328358208955224,0.62
100,30,76,0.16000000000000003,0.38,0.38,0.38,0.4328358208955224,0.62,0.4328358208955224,0.62,0.4328358208955224,0.6
100,30,77,0.13,0.44999999999999996,0.44999999999999996,0.45999999999999996,0.5373134328358209,0.6,0.5223880597014925,0.55,0.5522388059701493,0.5700000000000001
100,30,78,0.10999999999999999,0.47,0.47,0.47,0.4626865671641791,0.64,0.4477611940298507,0.63,0.4776119402985075,0.65
100,30,79,0.08999999999999997,0.35,0.33999999999999997,0.33999999999999997,0.5522388059701493,0.52,0.5373134328358209,0.51,0.5373134328358209,0.55
100,30,80,0.16000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.4626865671641791,0.56,0.4477611940298507,0.56,0.5223880597014925,0.51
100,30,81,0.08999999999999997,0.4,0.41000000000000003,0.41000000000000003,0.4925373134328358,0.64,0.4626865671641791,0.64,0.5074626865671642,0.49
100,30,82,0.12,0.39,0.39,0.38,0.29850746268656714,0.53,0.34328358208955223,0.56,0.4925373134328358,0.62
100,30,83,0.06000000000000005,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.417910447761194,0.54,0.4925373134328358,0.6599999999999999,0.4776119402985075,0.64
100,30,84,0.09999999999999998,0.39,0.36,0.36,0.34328358208955223,0.56,0.32835820895522383,0.55,0.3880597014925373,0.5900000000000001
100,30,85,0.07999999999999996,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.4328358208955224,0.6,0.4626865671641791,0.5800000000000001,0.3880597014925373,0.5900000000000001
100,30,86,0.13,0.51,0.51,0.5,0.4626865671641791,0.5900000000000001,0.4776119402985075,0.5800000000000001,0.4477611940298507,0.5800000000000001
100,30,87,0.09999999999999998,0.53,0.53,0.53,0.417910447761194,0.5800000000000001,0.4776119402985075,0.62,0.5074626865671642,0.56
100,30,88,0.06000000000000005,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.4925373134328358,0.64,0.4776119402985075,0.65,0.5074626865671642,0.64
100,30,89,0.10999999999999999,0.45999999999999996,0.44999999999999996,0.44999999999999996,0.4776119402985075,0.5900000000000001,0.4776119402985075,0.5900000000000001,0.4626865671641791,0.56
100,40,90,0.06000000000000005,0.43000000000000005,0.4,0.4,0.4029850746268657,0.6,0.417910447761194,0.61,0.4477611940298507,0.43000000000000005
100,40,91,0.050000000000000044,0.45999999999999996,0.45999999999999996,0.45999999999999996,0.4477611940298507,0.61,0.5223880597014925,0.5900000000000001,0.4328358208955224,0.61
100,40,92,0.050000000000000044,0.33999999999999997,0.35,0.35,0.417910447761194,0.5900000000000001,0.4029850746268657,0.6,0.4776119402985075,0.61
100,40,93,0.07999999999999996,0.38,0.37,0.36,0.4328358208955224,0.62,0.4328358208955224,0.56,0.4776119402985075,0.63
100,40,94,0.08999999999999997,0.49,0.48,0.48,0.4029850746268657,0.6,0.4776119402985075,0.5900000000000001,0.3731343283582089,0.5800000000000001
100,40,95,0.09999999999999998,0.44999999999999996,0.43000000000000005,0.43000000000000005,0.5223880597014925,0.5800000000000001,0.4776119402985075,0.5700000000000001,0.5223880597014925,0.5700000000000001
100,40,96,0.12,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.5223880597014925,0.61,0.4626865671641791,0.62,0.5223880597014925,0.6
100,40,97,0.06999999999999995,0.44999999999999996,0.42000000000000004,0.42000000000000004,0.4776119402985075,0.61,0.4328358208955224,0.62,0.417910447761194,0.61
100,40,98,0.10999999999999999,0.36,0.35,0.35,0.417910447761194,0.61,0.4925373134328358,0.43000000000000005,0.4626865671641791,0.63
100,40,99,0.07999999999999996,0.30000000000000004,0.29000000000000004,0.29000000000000004,0.4328358208955224,0.62,0.4925373134328358,0.6599999999999999,0.4626865671641791,0.64
100,40,100,0.06000000000000005,0.35,0.33999999999999997,0.33999999999999997,0.4626865671641791,0.64,0.4477611940298507,0.5700000000000001,0.5074626865671642,0.65
100,40,101,0.06999999999999995,0.37,0.37,0.37,0.4477611940298507,0.5800000000000001,0.4328358208955224,0.6,0.4925373134328358,0.5900000000000001
100,40,102,0.010000000000000009,0.38,0.37,0.37,0.4626865671641791,0.63,0.4925373134328358,0.65,0.4029850746268657,0.47
100,40,103,0.06999999999999995,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.5223880597014925,0.56,0.4925373134328358,0.5800000000000001,0.4626865671641791,0.44999999999999996
100,40,104,0.040000000000000036,0.44999999999999996,0.43999999999999995,0.43999999999999995,0.4776119402985075,0.5700000000000001,0.35820895522388063,0.5700000000000001,0.3880597014925373,0.5900000000000001
100,40,105,0.06000000000000005,0.28,0.26,0.26,0.4776119402985075,0.5900000000000001,0.4776119402985075,0.53,0.5223880597014925,0.63
100,40,106,0.040000000000000036,0.33999999999999997,0.32999999999999996,0.31999999999999995,0.4328358208955224,0.5800000000000001,0.4925373134328358,0.62,0.4626865671641791,0.5800000000000001
100,40,107,0.06000000000000005,0.44999999999999996,0.43000000000000005,0.42000000000000004,0.4626865671641791,0.51,0.4776119402985075,0.56,0.3731343283582089,0.45999999999999996
100,40,108,0.030000000000000027,0.41000000000000003,0.41000000000000003,0.4,0.4029850746268657,0.61,0.4626865671641791,0.64,0.4626865671641791,0.64
100,40,109,0.050000000000000044,0.31999999999999995,0.31999999999999995,0.31999999999999995,0.4626865671641791,0.61,0.4776119402985075,0.6,0.4626865671641791,0.63
100,40,110,0.10999999999999999,0.39,0.38,0.38,0.5522388059701493,0.61,0.4477611940298507,0.62,0.4776119402985075,0.61
100,40,111,0.13,0.43000000000000005,0.39,0.39,0.5522388059701493,0.5800000000000001,0.5223880597014925,0.5700000000000001,0.5373134328358209,0.54
100,40,112,0.09999999999999998,0.4,0.39,0.39,0.4477611940298507,0.56,0.4328358208955224,0.62,0.5074626865671642,0.61
100,40,113,0.08999999999999997,0.45999999999999996,0.43999999999999995,0.43999999999999995,0.5223880597014925,0.6,0.4626865671641791,0.63,0.35820895522388063,0.52
100,40,114,0.06999999999999995,0.32999999999999996,0.30000000000000004,0.29000000000000004,0.4477611940298507,0.63,0.4328358208955224,0.62,0.3880597014925373,0.52
100,40,115,0.10999999999999999,0.49,0.48,0.48,0.4626865671641791,0.5700000000000001,0.3880597014925373,0.5900000000000001,0.3731343283582089,0.5700000000000001
100,40,116,0.13,0.29000000000000004,0.29000000000000004,0.29000000000000004,0.4477611940298507,0.6,0.5074626865671642,0.63,0.4925373134328358,0.61
100,40,117,0.06999999999999995,0.37,0.36,0.36,0.5522388059701493,0.56,0.4925373134328358,0.5700000000000001,0.5522388059701493,0.55
100,40,118,0.050000000000000044,0.29000000000000004,0.29000000000000004,0.29000000000000004,0.4328358208955224,0.62,0.4626865671641791,0.63,0.4626865671641791,0.51
100,40,119,0.06999999999999995,0.39,0.38,0.38,0.4328358208955224,0.6,0.4776119402985075,0.64,0.4925373134328358,0.64
100,50,120,0.07999999999999996,0.29000000000000004,0.27,0.27,0.4328358208955224,0.61,0.4328358208955224,0.62,0.5074626865671642,0.64
100,50,121,0.050000000000000044,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.3731343283582089,0.5800000000000001,0.3880597014925373,0.5900000000000001,0.4477611940298507,0.63
100,50,122,0.010000000000000009,0.37,0.36,0.36,0.4477611940298507,0.63,0.4477611940298507,0.62,0.4776119402985075,0.36
100,50,123,0.040000000000000036,0.45999999999999996,0.44999999999999996,0.44999999999999996,0.4776119402985075,0.62,0.5223880597014925,0.5900000000000001,0.5970149253731343,0.38
100,50,124,0.030000000000000027,0.20999999999999996,0.18000000000000005,0.15000000000000002,0.4477611940298507,0.63,0.4626865671641791,0.61,0.4626865671641791,0.63
100,50,125,0.06999999999999995,0.33999999999999997,0.32999999999999996,0.32999999999999996,0.4776119402985075,0.63,0.4776119402985075,0.63,0.4626865671641791,0.43999999999999995
100,50,126,0.06000000000000005,0.31999999999999995,0.30000000000000004,0.31000000000000005,0.3880597014925373,0.5900000000000001,0.417910447761194,0.6,0.5074626865671642,0.29000000000000004
100,50,127,0.050000000000000044,0.49,0.48,0.47,0.5074626865671642,0.55,0.5522388059701493,0.53,0.5522388059701493,0.48
100,50,128,0.06000000000000005,0.31999999999999995,0.31999999999999995,0.31999999999999995,0.4477611940298507,0.63,0.4925373134328358,0.61,0.5074626865671642,0.6
100,50,129,0.020000000000000018,0.37,0.36,0.36,0.5074626865671642,0.6599999999999999,0.5074626865671642,0.65,0.3880597014925373,0.35
100,50,130,0.040000000000000036,0.4,0.4,0.4,0.5223880597014925,0.6,0.5223880597014925,0.6,0.582089552238806,0.5700000000000001
100,50,131,0.030000000000000027,0.4,0.4,0.4,0.5671641791044777,0.56,0.5671641791044777,0.55,0.5671641791044777,0.56
100,50,132,0.050000000000000044,0.45999999999999996,0.45999999999999996,0.48,0.4477611940298507,0.62,0.4477611940298507,0.56,0.5522388059701493,0.62
100,50,133,0.050000000000000044,0.37,0.37,0.37,0.5074626865671642,0.55,0.5522388059701493,0.55,0.4477611940298507,0.4
100,50,134,0.06000000000000005,0.39,0.39,0.39,0.4626865671641791,0.63,0.4626865671641791,0.64,0.4477611940298507,0.53
100,50,135,0.06999999999999995,0.38,0.38,0.38,0.5223880597014925,0.64,0.4776119402985075,0.65,0.4328358208955224,0.36
100,50,136,0.050000000000000044,0.35,0.32999999999999996,0.32999999999999996,0.4626865671641791,0.64,0.4626865671641791,0.64,0.4328358208955224,0.5
100,50,137,0.040000000000000036,0.36,0.35,0.35,0.417910447761194,0.61,0.4477611940298507,0.63,0.4328358208955224,0.32999999999999996
100,50,138,0.07999999999999996,0.33999999999999997,0.31999999999999995,0.31000000000000005,0.4477611940298507,0.63,0.4477611940298507,0.63,0.4626865671641791,0.55
100,50,139,0.06000000000000005,0.35,0.35,0.35,0.417910447761194,0.61,0.417910447761194,0.61,0.4776119402985075,0.61
100,50,140,0.050000000000000044,0.28,0.27,0.27,0.4776119402985075,0.64,0.4477611940298507,0.63,0.4776119402985075,0.33999999999999997
100,50,141,0.08999999999999997,0.36,0.31999999999999995,0.30000000000000004,0.4925373134328358,0.33999999999999997,0.4626865671641791,0.36,0.4029850746268657,0.55
100,50,142,0.040000000000000036,0.37,0.35,0.33999999999999997,0.3880597014925373,0.5900000000000001,0.417910447761194,0.61,0.35820895522388063,0.5700000000000001
100,50,143,0.06000000000000005,0.39,0.37,0.37,0.582089552238806,0.56,0.4925373134328358,0.5900000000000001,0.582089552238806,0.5800000000000001
100,50,144,0.030000000000000027,0.43000000000000005,0.43000000000000005,0.43000000000000005,0.4477611940298507,0.63,0.5074626865671642,0.56,0.5373134328358209,0.5900000000000001
100,50,145,0.050000000000000044,0.42000000000000004,0.4,0.38,0.4776119402985075,0.62,0.5223880597014925,0.63,0.4328358208955224,0.62
100,50,146,0.07999999999999996,0.32999999999999996,0.30000000000000004,0.29000000000000004,0.5074626865671642,0.65,0.5074626865671642,0.63,0.4477611940298507,0.4
100,50,147,0.06999999999999995,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.5373134328358209,0.5700000000000001,0.5522388059701493,0.5800000000000001,0.5223880597014925,0.5800000000000001
100,50,148,0.040000000000000036,0.29000000000000004,0.29000000000000004,0.29000000000000004,0.4925373134328358,0.47,0.4626865671641791,0.61,0.5074626865671642,0.31000000000000005
100,50,149,0.020000000000000018,0.36,0.35,0.35,0.5373134328358209,0.61,0.5223880597014925,0.56,0.5223880597014925,0.27
100,60,150,0.06000000000000005,0.31999999999999995,0.31000000000000005,0.30000000000000004,0.4328358208955224,0.62,0.4477611940298507,0.62,0.4925373134328358,0.61
100,60,151,0.010000000000000009,0.38,0.37,0.37,0.4328358208955224,0.62,0.4776119402985075,0.64,0.4925373134328358,0.5900000000000001
100,60,152,0.06000000000000005,0.30000000000000004,0.27,0.27,0.5074626865671642,0.62,0.4776119402985075,0.45999999999999996,0.4776119402985075,0.6
100,60,153,0.040000000000000036,0.18999999999999995,0.16000000000000003,0.10999999999999999,0.4776119402985075,0.63,0.4776119402985075,0.63,0.5223880597014925,0.63
100,60,154,0.010000000000000009,0.27,0.25,0.25,0.4776119402985075,0.5700000000000001,0.4626865671641791,0.5700000000000001,0.4626865671641791,0.55
100,60,155,0.010000000000000009,0.30000000000000004,0.29000000000000004,0.27,0.4477611940298507,0.5800000000000001,0.4626865671641791,0.5900000000000001,0.3731343283582089,0.43999999999999995
100,60,156,0.06000000000000005,0.29000000000000004,0.29000000000000004,0.29000000000000004,0.4477611940298507,0.36,0.4626865671641791,0.63,0.4477611940298507,0.41000000000000003
100,60,157,0.030000000000000027,0.38,0.35,0.35,0.5373134328358209,0.61,0.5074626865671642,0.54,0.4925373134328358,0.32999999999999996
100,60,158,0.030000000000000027,0.44999999999999996,0.43999999999999995,0.43000000000000005,0.4925373134328358,0.65,0.4925373134328358,0.65,0.5373134328358209,0.44999999999999996
100,60,159,0.020000000000000018,0.32999999999999996,0.31999999999999995,0.31999999999999995,0.5074626865671642,0.65,0.4776119402985075,0.63,0.5373134328358209,0.37
100,60,160,0.030000000000000027,0.22999999999999998,0.19999999999999996,0.18000000000000005,0.5074626865671642,0.65,0.5074626865671642,0.64,0.4776119402985075,0.63
100,60,161,0.020000000000000018,0.28,0.25,0.25,0.5074626865671642,0.65,0.5074626865671642,0.65,0.4776119402985075,0.61
100,60,162,0.07999999999999996,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.4477611940298507,0.61,0.4477611940298507,0.61,0.35820895522388063,0.39
100,60,163,0.020000000000000018,0.42000000000000004,0.4,0.39,0.4328358208955224,0.6,0.4477611940298507,0.61,0.4925373134328358,0.37
100,60,164,0.040000000000000036,0.15000000000000002,0.14,0.14,0.4477611940298507,0.62,0.4776119402985075,0.64,0.4925373134328358,0.6
100,60,165,0.050000000000000044,0.30000000000000004,0.28,0.27,0.4925373134328358,0.62,0.4925373134328358,0.62,0.4477611940298507,0.5700000000000001
100,60,166,0.020000000000000018,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.5223880597014925,0.52,0.5074626865671642,0.39,0.3880597014925373,0.44999999999999996
100,60,167,0.010000000000000009,0.29000000000000004,0.28,0.26,0.4029850746268657,0.6,0.4477611940298507,0.63,0.3731343283582089,0.5700000000000001
100,60,168,0.030000000000000027,0.39,0.39,0.39,0.5373134328358209,0.62,0.5373134328358209,0.61,0.582089552238806,0.42000000000000004
100,60,169,0.06999999999999995,0.29000000000000004,0.28,0.27,0.4776119402985075,0.61,0.4328358208955224,0.62,0.4477611940298507,0.31999999999999995
100,60,170,0.030000000000000027,0.38,0.37,0.37,0.4925373134328358,0.64,0.4626865671641791,0.61,0.4626865671641791,0.35
100,60,171,0.040000000000000036,0.31999999999999995,0.31000000000000005,0.31000000000000005,0.4477611940298507,0.62,0.4328358208955224,0.4,0.4925373134328358,0.64
100,60,172,0.030000000000000027,0.39,0.38,0.37,0.4776119402985075,0.63,0.5074626865671642,0.63,0.5522388059701493,0.47
100,60,173,0.06000000000000005,0.31000000000000005,0.27,0.21999999999999997,0.4328358208955224,0.62,0.4328358208955224,0.62,0.417910447761194,0.61
100,60,174,0.07999999999999996,0.4,0.4,0.36,0.5522388059701493,0.55,0.5671641791044777,0.53,0.5074626865671642,0.38
100,60,175,0.06000000000000005,0.41000000000000003,0.42000000000000004,0.43000000000000005,0.34328358208955223,0.56,0.4477611940298507,0.6,0.35820895522388063,0.31000000000000005
100,60,176,0.010000000000000009,0.19999999999999996,0.18000000000000005,0.18999999999999995,0.4029850746268657,0.6,0.3880597014925373,0.5900000000000001,0.4328358208955224,0.62
100,60,177,0.030000000000000027,0.31000000000000005,0.31000000000000005,0.31000000000000005,0.4776119402985075,0.62,0.4328358208955224,0.62,0.4626865671641791,0.63
100,60,178,0.020000000000000018,0.38,0.39,0.39,0.4925373134328358,0.64,0.4776119402985075,0.61,0.5074626865671642,0.32999999999999996
100,60,179,0.020000000000000018,0.21999999999999997,0.21999999999999997,0.21999999999999997,0.4925373134328358,0.65,0.4925373134328358,0.64,0.4776119402985075,0.62
100,70,180,0.020000000000000018,0.28,0.26,0.26,0.4328358208955224,0.62,0.4925373134328358,0.63,0.4626865671641791,0.33999999999999997
100,70,181,0.020000000000000018,0.18999999999999995,0.17000000000000004,0.16000000000000003,0.5223880597014925,0.5700000000000001,0.5223880597014925,0.5700000000000001,0.5671641791044777,0.53
