T,H,algo,mean,lo,hi
200,80,ours_em1,0.18183333333333337,0.14350000000000002,0.2213333333333333
200,80,ours_em10,0.06683333333333336,0.04266666666666669,0.09933333333333334
200,80,stage1,0.23800000000000002,0.20449583333333332,0.2718333333333333
200,90,mdpmix_p10,0.437,0.39133333333333326,0.4858333333333334
200,90,mdpmix_p30,0.3706666666666667,0.33282500000000004,0.409
200,90,mdpmix_p50,0.35933333333333334,0.30550000000000005,0.41433333333333333
200,90,oracle,0.012833333333333344,0.010666666666666677,0.015000000000000013
200,90,ours_em1,0.0855,0.05716666666666669,0.1176708333333333
200,90,ours_em10,0.04116666666666669,0.025829166666666688,0.06733333333333334
200,90,stage1,0.14583333333333337,0.11782916666666664,0.17633749999999998
200,100,mdpmix_p10,0.42633333333333323,0.3778333333333334,0.4780083333333332
200,100,mdpmix_p30,0.36833333333333335,0.31249583333333325,0.4228333333333333
200,100,mdpmix_p50,0.3828333333333334,0.3358333333333333,0.43300416666666663
200,100,oracle,0.00883333333333334,0.006666666666666672,0.011166666666666677
200,100,ours_em1,0.046500000000000014,0.02700000000000002,0.07583333333333335
200,100,ours_em10,0.02516666666666668,0.01466666666666668,0.042166666666666686
200,100,stage1,0.09533333333333333,0.07600000000000004,0.12167083333333328
200,200,mdpmix_p10,0.24300000000000002,0.18566249999999995,0.30083333333333334
200,200,mdpmix_p30,0.23049999999999998,0.17116666666666666,0.286
200,200,mdpmix_p50,0.2886666666666667,0.23450000000000001,0.34134166666666654
200,200,oracle,0.0005000000000000004,0.0,0.0013333333333333346
200,200,ours_em1,0.000833333333333334,0.00016666666666666682,0.001666666666666668
200,200,ours_em10,0.0006666666666666673,0.0,0.0015000000000000013
200,200,stage1,0.006000000000000005,0.0040000000000000036,0.00833333333333334
200,300,mdpmix_p10,0.14366666666666666,0.08033333333333334,0.21467499999999992
200,300,mdpmix_p30,0.08466666666666667,0.03265833333333333,0.14617499999999992
200,300,mdpmix_p50,0.16100000000000003,0.0961625,0.23000416666666662
200,300,oracle,0.0,0.0,0.0
200,300,ours_em1,0.0,0.0,0.0
200,300,ours_em10,0.0,0.0,0.0
200,300,stage1,0.00016666666666666682,0.0,0.0005000000000000004
200,400,mdpmix_p10,0.02133333333333333,0.0,0.05349999999999999
200,400,mdpmix_p30,0.02033333333333333,0.0,0.0505
200,400,mdpmix_p50,0.04033333333333333,0.008166666666666666,0.08083333333333331
200,400,oracle,0.0,0.0,0.0
200,400,ours_em1,0.0,0.0,0.0
200,400,ours_em10,0.0,0.0,0.0
200,400,stage1,0.0,0.0,0.0
200,500,mdpmix_p10,0.0,0.0,0.0
200,500,mdpmix_p30,0.0,0.0,0.0
200,500,mdpmix_p50,0.0,0.0,0.0
200,500,oracle,0.0,0.0,0.0
200,500,ours_em1,0.0,0.0,0.0
200,500,ours_em10,0.0,0.0,0.0
200,500,stage1,0.0,0.0,0.0
300,10,mdpmix_p10,0.6214444444444445,0.6119999999999999,0.6298888888888888
300,10,mdpmix_p30,0.6251111111111112,0.6174444444444446,0.6323333333333334
300,10,mdpmix_p50,0.635888888888889,0.6311111111111111,0.6404444444444445
300,10,oracle,0.3204444444444446,0.31166388888888885,0.32944444444444443
300,10,ours_em1,0.5898888888888887,0.5777777777777777,0.6018888888888887
300,10,ours_em10,0.5874444444444443,0.5748888888888889,0.5994444444444443
300,10,stage1,0.5932222222222222,0.58,0.6047805555555555
300,20,mdpmix_p10,0.6268888888888888,0.6197777777777779,0.6336694444444445
300,20,mdpmix_p30,0.6192222222222222,0.6108888888888888,0.6270000000000001
300,20,mdpmix_p50,0.6272222222222221,0.6193333333333333,0.6347805555555556
300,20,oracle,0.18544444444444444,0.17744444444444446,0.19366666666666665
300,20,ours_em1,0.4558888888888889,0.44588888888888883,0.4656666666666667
300,20,ours_em10,0.4434444444444444,0.4337777777777777,0.45322222222222225
300,20,stage1,0.4743333333333333,0.4641111111111111,0.48422222222222217
300,30,mdpmix_p10,0.6211111111111111,0.598777777777778,0.6372222222222222
300,30,mdpmix_p30,0.603,0.5783333333333334,0.6236694444444444
300,30,mdpmix_p50,0.6107777777777778,0.591777777777778,0.6275555555555558
300,30,oracle,0.11444444444444445,0.10844166666666664,0.12044444444444444
300,30,ours_em1,0.38966666666666666,0.3761111111111112,0.4037777777777778
300,30,ours_em10,0.375888888888889,0.36100000000000004,0.3907777777777778
300,30,stage1,0.4149999999999999,0.40255277777777776,0.42755555555555547
300,40,mdpmix_p10,0.569111111111111,0.5293305555555554,0.6044444444444446
300,40,mdpmix_p30,0.5523333333333333,0.5126666666666667,0.5885555555555555
300,40,mdpmix_p50,0.5557777777777777,0.5142194444444443,0.5942249999999998
300,40,oracle,0.07944444444444446,0.07344444444444444,0.08588888888888889
300,40,ours_em1,0.3435555555555555,0.32566666666666666,0.3607777777777777
300,40,ours_em10,0.31366666666666665,0.28800000000000003,0.33777777777777784
300,40,stage1,0.37577777777777777,0.3611083333333332,0.3897805555555555
300,50,mdpmix_p10,0.5553333333333333,0.5114416666666667,0.5956666666666667
300,50,mdpmix_p30,0.4993333333333334,0.45565555555555554,0.5397777777777778
300,50,mdpmix_p50,0.5142222222222222,0.4737777777777778,0.5543333333333333
300,50,oracle,0.04888888888888888,0.04388888888888888,0.0538888888888889
300,50,ours_em1,0.28911111111111104,0.26388611111111115,0.3130027777777777
300,50,ours_em10,0.20444444444444443,0.166,0.24388888888888888
300,50,stage1,0.3267777777777778,0.3068888888888889,0.34488888888888886
300,60,mdpmix_p10,0.5170000000000001,0.4649972222222223,0.5658888888888889
300,60,mdpmix_p30,0.4617777777777778,0.41111111111111115,0.5123333333333333
300,60,mdpmix_p50,0.48833333333333334,0.43766666666666665,0.5365583333333332
300,60,oracle,0.0381111111111111,0.034999999999999996,0.04122222222222222
300,60,ours_em1,0.23588888888888887,0.20399999999999993,0.26644444444444443
300,60,ours_em10,0.12877777777777777,0.09544444444444446,0.16633888888888881
300,60,stage1,0.28344444444444444,0.25755277777777774,0.30833333333333335
300,70,mdpmix_p10,0.48566666666666664,0.42588333333333334,0.5406694444444443
300,70,mdpmix_p30,0.4313333333333334,0.37999999999999995,0.4818916666666667
300,70,mdpmix_p50,0.44633333333333336,0.3995555555555556,0.4955583333333333
300,70,oracle,0.025777777777777774,0.022777777777777775,0.028666666666666667
300,70,ours_em1,0.1673333333333334,0.1271111111111111,0.2105583333333333
300,70,ours_em10,0.07299999999999998,0.043997222222222215,0.10934166666666655
300,70,stage1,0.22433333333333336,0.18843888888888885,0.25944722222222216
300,80,mdpmix_p10,0.46822222222222215,0.4084444444444445,0.5254444444444445
300,80,mdpmix_p30,0.40499999999999997,0.3618861111111111,0.4503361111111111
300,80,mdpmix_p50,0.40955555555555556,0.3761111111111112,0.4470027777777777
300,80,oracle,0.017888888888888902,0.015333333333333362,0.020555555555555563
300,80,ours_em1,0.10066666666666665,0.0701083333333333,0.13555833333333328
300,80,ours_em10,0.027777777777777787,0.02400000000000001,0.03178055555555552
300,80,stage1,0.16833333333333336,0.13833333333333336,0.20033611111111108
300,90,mdpmix_p10,0.4353333333333333,0.3892194444444444,0.48455833333333326
300,90,mdpmix_p30,0.3658888888888889,0.3151083333333333,0.4168888888888888
300,90,mdpmix_p50,0.3745555555555556,0.329,0.4195583333333333
300,90,oracle,0.013666666666666676,0.011000000000000003,0.016666666666666666
300,90,ours_em1,0.05822222222222222,0.028777777777777784,0.09466666666666666
300,90,ours_em10,0.01811111111111112,0.014444444444444466,0.022111111111111106
300,90,stage1,0.11744444444444445,0.08911111111111111,0.153225
300,100,mdpmix_p10,0.40911111111111115,0.34833055555555553,0.4691138888888889
300,100,mdpmix_p30,0.35522222222222216,0.2931083333333333,0.41411111111111104
300,100,mdpmix_p50,0.3682222222222223,0.3266638888888888,0.41055555555555556
300,100,oracle,0.008888888888888898,0.007333333333333332,0.01044444444444446
300,100,ours_em1,0.023444444444444445,0.015111111111111124,0.037111111111111095
300,100,ours_em10,0.014000000000000005,0.011555555555555557,0.016555555555555556
300,100,stage1,0.07177777777777779,0.05866666666666667,0.09144444444444444
300,200,mdpmix_p10,0.2688888888888889,0.21477500000000005,0.3205555555555556
300,200,mdpmix_p30,0.23088888888888887,0.16355277777777777,0.2970027777777777
300,200,mdpmix_p50,0.2684444444444445,0.2076666666666667,0.32811111111111113
300,200,oracle,0.00022222222222221996,0.0,0.0005555555555555499
300,200,ours_em1,0.0005555555555555536,0.00011111111111110998,0.0011111111111111146
300,200,ours_em10,0.0005555555555555536,0.00011111111111110998,0.0011111111111111146
300,200,stage1,0.005333333333333334,0.0036666666666666627,0.00711111111111112
300,300,mdpmix_p10,0.021333333333333333,0.0,0.05344444444444445
300,300,mdpmix_p30,0.02377777777777778,0.0,0.060111111111111115
300,300,mdpmix_p50,0.1322222222222222,0.07043888888888891,0.19767222222222214
300,300,oracle,0.0,0.0,0.0
300,300,ours_em1,0.0,0.0,0.0
300,300,ours_em10,0.0,0.0,0.0
300,300,stage1,0.00022222222222221996,0.0,0.0005555555555555499
300,400,mdpmix_p10,0.0,0.0,0.0
300,400,mdpmix_p30,0.0,0.0,0.0
300,400,mdpmix_p50,0.0,0.0,0.0
300,400,oracle,0.0,0.0,0.0
300,400,ours_em1,0.0,0.0,0.0
300,400,ours_em10,0.0,0.0,0.0
300,400,stage1,0.0,0.0,0.0
300,500,mdpmix_p10,0.0,0.0,0.0
300,500,mdpmix_p30,0.0,0.0,0.0
300,500,mdpmix_p50,0.010777777777777778,0.0,0.03233333333333334
300,500,oracle,0.0,0.0,0.0
300,500,ours_em1,0.0,0.0,0.0
300,500,ours_em10,0.0,0.0,0.0
300,500,stage1,0.0,0.0,0.0
400,10,mdpmix_p10,0.6340833333333333,0.6284166666666666,0.6394187500000001
400,10,mdpmix_p30,0.6285000000000001,0.6180833333333334,0.6369166666666666
400,10,mdpmix_p50,0.6404166666666666,0.63458125,0.6458333333333333
400,10,oracle,0.31641666666666673,0.30850000000000005,0.3255833333333333
400,10,ours_em1,0.5895833333333333,0.5736645833333334,0.6045833333333334
400,10,ours_em10,0.5776666666666668,0.56275,0.5921666666666667
400,10,stage1,0.5974166666666666,0.5832479166666666,0.61091875
400,20,mdpmix_p10,0.6188333333333333,0.5997500000000001,0.6347520833333334
400,20,mdpmix_p30,0.6295833333333334,0.6138333333333335,0.64025
400,20,mdpmix_p50,0.6285000000000001,0.60908125,0.6415000000000001
400,20,oracle,0.18875,0.18125000000000002,0.19616666666666668
400,20,ours_em1,0.44075000000000003,0.4285833333333335,0.45308333333333334
400,20,ours_em10,0.42,0.4079979166666666,0.43108333333333326
400,20,stage1,0.46316666666666667,0.45191458333333334,0.47458333333333336
400,30,mdpmix_p10,0.591,0.5549979166666666,0.6246666666666665
400,30,mdpmix_p30,0.5664999999999999,0.53158125,0.5981666666666666
400,30,mdpmix_p50,0.6000833333333333,0.575,0.6210833333333332
400,30,oracle,0.11308333333333336,0.1075,0.11883333333333332
400,30,ours_em1,0.37750000000000006,0.3664166666666667,0.38866666666666666
400,30,ours_em10,0.35333333333333333,0.3391645833333332,0.36666666666666664
400,30,stage1,0.4102499999999999,0.40075000000000005,0.41983333333333334
400,40,mdpmix_p10,0.56525,0.5214145833333333,0.60616875
400,40,mdpmix_p30,0.4944999999999999,0.4434125,0.54241875
400,40,mdpmix_p50,0.5045833333333333,0.4624958333333334,0.5472520833333333
400,40,oracle,0.08108333333333333,0.07725,0.08491666666666665
400,40,ours_em1,0.3415000000000001,0.32208333333333333,0.3579999999999999
400,40,ours_em10,0.2848333333333333,0.2523333333333334,0.31608333333333327
400,40,stage1,0.3725833333333334,0.35758125,0.38525000000000004
400,50,mdpmix_p10,0.5540833333333333,0.50958125,0.59691875
400,50,mdpmix_p30,0.43308333333333343,0.3790812499999999,0.4873354166666666
400,50,mdpmix_p50,0.5419999999999999,0.4955770833333333,0.5854166666666667
400,50,oracle,0.051500000000000004,0.04775000000000001,0.05566666666666666
400,50,ours_em1,0.284,0.2540833333333333,0.31291666666666657
400,50,ours_em10,0.16591666666666666,0.12774999999999997,0.20658541666666666
400,50,stage1,0.33075,0.30933333333333335,0.35133333333333333
400,60,mdpmix_p10,0.46558333333333324,0.3984145833333333,0.5266687499999999
400,60,mdpmix_p30,0.3585833333333334,0.31325,0.40341666666666653
400,60,mdpmix_p50,0.4568333333333333,0.4113333333333334,0.5015895833333333
400,60,oracle,0.037583333333333344,0.0345,0.04058333333333334
400,60,ours_em1,0.21925000000000003,0.18307500000000002,0.25833333333333336
400,60,ours_em10,0.09758333333333334,0.06391458333333332,0.13900208333333333
400,60,stage1,0.2760833333333333,0.24350000000000002,0.3058333333333333
400,70,mdpmix_p10,0.45325,0.4048333333333333,0.5044291666666665
400,70,mdpmix_p30,0.3718333333333333,0.3252479166666665,0.42067499999999985
400,70,mdpmix_p50,0.3755833333333333,0.3428333333333334,0.40941874999999994
400,70,oracle,0.02575,0.02341666666666666,0.028166666666666663
400,70,ours_em1,0.1476666666666667,0.11066666666666669,0.18726249999999983
400,70,ours_em10,0.04333333333333333,0.036166666666666666,0.05433333333333333
400,70,stage1,0.21833333333333332,0.18591666666666667,0.25042083333333326
400,80,mdpmix_p10,0.48074999999999996,0.4275729166666666,0.5332520833333333
400,80,mdpmix_p30,0.3715833333333333,0.3241666666666667,0.41583333333333333
400,80,mdpmix_p50,0.39391666666666675,0.366,0.4256708333333332
400,80,oracle,0.01716666666666665,0.01491666666666665,0.01933333333333332
400,80,ours_em1,0.07108333333333332,0.044166666666666674,0.10491874999999998
400,80,ours_em10,0.022333333333333327,0.01941666666666666,0.025083333333333326
400,80,stage1,0.13916666666666666,0.11016458333333332,0.17241874999999993
400,90,mdpmix_p10,0.42683333333333334,0.36666458333333346,0.48575416666666654
400,90,mdpmix_p30,0.3940833333333333,0.33357916666666665,0.45216875
400,90,mdpmix_p50,0.3572499999999999,0.3042479166666666,0.41091875
400,90,oracle,0.011583333333333319,0.009833333333333312,0.013499999999999983
400,90,ours_em1,0.02366666666666666,0.02074999999999998,0.027083333333333334
400,90,ours_em10,0.017249999999999995,0.014833333333333325,0.01958333333333332
400,90,stage1,0.08233333333333333,0.07524999999999998,0.09033333333333333
400,100,mdpmix_p10,0.42016666666666674,0.3575833333333333,0.48016874999999987
400,100,mdpmix_p30,0.3548333333333334,0.28282708333333334,0.42441874999999984
400,100,mdpmix_p50,0.3750833333333334,0.3159125,0.43408541666666667
400,100,oracle,0.008999999999999972,0.007249999999999967,0.010833333333333306
400,100,ours_em1,0.015083333333333327,0.012916666666666661,0.017333333333333326
400,100,ours_em10,0.012916666666666651,0.010916666666666653,0.015249999999999982
400,100,stage1,0.05966666666666665,0.05441458333333332,0.06508333333333333
400,200,mdpmix_p10,0.2343333333333333,0.1567479166666667,0.31516874999999994
400,200,mdpmix_p30,0.2946666666666667,0.22474791666666666,0.36483541666666663
400,200,mdpmix_p50,0.26833333333333337,0.2059145833333333,0.3285020833333333
400,200,oracle,0.0004166666666666578,8.333333333333156e-05,0.000749999999999984
400,200,ours_em1,0.0004166666666666615,8.333333333333156e-05,0.0008333333333333304
400,200,ours_em10,0.0004166666666666615,8.333333333333156e-05,0.0008333333333333304
400,200,stage1,0.004083333333333313,0.003083333333333312,0.005083333333333317
400,300,mdpmix_p10,0.043166666666666666,0.0,0.09791666666666667
400,300,mdpmix_p30,0.0,0.0,0.0
400,300,mdpmix_p50,0.07975,0.03266666666666666,0.13591874999999995
400,300,oracle,0.0,0.0,0.0
400,300,ours_em1,0.0,0.0,0.0
400,300,ours_em10,0.0,0.0,0.0
400,300,stage1,0.0002499999999999947,0.0,0.0004999999999999894
400,400,mdpmix_p10,0.0,0.0,0.0
400,400,mdpmix_p30,0.0,0.0,0.0
400,400,mdpmix_p50,0.0,0.0,0.0
400,400,oracle,0.0,0.0,0.0
400,400,ours_em1,0.0,0.0,0.0
400,400,ours_em10,0.0,0.0,0.0
400,400,stage1,0.0,0.0,0.0
400,500,mdpmix_p10,0.0,0.0,0.0
400,500,mdpmix_p30,0.0,0.0,0.0
400,500,mdpmix_p50,0.0,0.0,0.0
400,500,oracle,0.0,0.0,0.0
400,500,ours_em1,0.0,0.0,0.0
400,500,ours_em10,0.0,0.0,0.0
400,500,stage1,0.0,0.0,0.0
500,10,mdpmix_p10,0.6376666666666666,0.6325333333333333,0.6422000000000001
500,10,mdpmix_p30,0.6381333333333333,0.6327333333333333,0.6429999999999999
500,10,mdpmix_p50,0.6409999999999999,0.635865,0.6457333333333334
500,10,oracle,0.31886666666666663,0.3101333333333333,0.3278
500,10,ours_em1,0.5873333333333334,0.5768000000000001,0.5974
500,10,ours_em10,0.5738666666666667,0.5603333333333332,0.5872683333333334
500,10,stage1,0.5993999999999999,0.5895333333333335,0.6086000000000001
500,20,mdpmix_p10,0.6272000000000001,0.6136,0.6380666666666667
500,20,mdpmix_p30,0.6175333333333332,0.5966666666666668,0.6341333333333333
500,20,mdpmix_p50,0.6279333333333333,0.6204666666666668,0.6346666666666666
500,20,oracle,0.18080000000000004,0.17560000000000003,0.1858
500,20,ours_em1,0.43426666666666675,0.42386666666666667,0.4445333333333333
500,20,ours_em10,0.41206666666666664,0.3999983333333333,0.4232683333333333
500,20,stage1,0.45926666666666666,0.4493333333333333,0.4690666666666667
